century,CHELSA_baseline,AR_1__persistence,Innovation
1000,1.513770825180607,0,-1.1254075537628365
1100,4.669742635344842,-0.595202257021624,-3.905004790311187
1200,-0.6362945980453872,-2.621070616386818,4.22190708007024
1300,3.98009779372052,0.8946968099661132,-4.855660488869106
1400,2.9743254518104303,-2.270692965068579,1.4664506590892448
1500,-1.0438767849771036,-0.4305570583982177,1.886274151321833
1600,-2.645093389773956,0.7513457004693078,3.5174757258721128
1700,-2.2251134884429162,2.4284043961313606,0.5331036457879823
1800,-6.587558444817007,1.7261739353642147,6.514096849190612
