climate_var,chelsa_sd_value,century,chelsa_prior,posterior_median,posterior_mean,posterior_sd,q025,q975
temperature,0.5,1000,0.023911134656810162,-0.2927266052246362,-0.32824891418207636,0.5079424380540845,-1.420405293072918,0.5930085604827217
temperature,0.5,1100,0.004866396858613342,0.028952227944703854,0.026414856159682844,0.47257116640526753,-0.8984304712734899,1.005868749310122
temperature,0.5,1200,-0.08455550457273375,-0.39983770645509065,-0.4159533436989848,0.5135369287097853,-1.4766444333575968,0.5394469834672071
temperature,0.5,1300,0.15510534304478618,0.12466796594885238,0.1560286547789933,0.5245607593773925,-0.8210935108463752,1.2431350313230396
temperature,0.5,1400,-0.36333660356546993,-1.4570262402238665,-1.4814477614245913,0.6088368067288273,-2.7709839131532696,-0.3272299935180433
temperature,0.5,1500,0.018769593211112934,-1.138704471742209,-1.1741094533000633,0.869239147112147,-3.046868493700184,0.4494149174451357
temperature,0.5,1600,-0.04626457325740141,-1.490293937657307,-1.5357755500640253,0.6853701878487755,-3.009124752013003,-0.2882759707173247
temperature,0.5,1700,0.09309769536487345,-1.279683930974119,-1.2807879429823013,0.3059241603789769,-1.8742415216348012,-0.6981666370300881
temperature,0.5,1800,0.19840651825940903,-1.319176303375284,-1.341706116706154,0.5834787537625746,-2.5161875801863456,-0.24174257388035733
