century,temp_full_C,temp_puglia_C,delta_temp_abs,delta_temp_anom,precip_full_mm,precip_puglia_mm,delta_precip_abs,delta_prec_anom
1000,15.65384651807944,15.404598810776832,-0.24924770730260803,0.011486001469961593,809.9020138888889,737.2630257936507,-72.63898809523812,-0.3329908732916762
1100,15.634801780281244,15.372159683193479,-0.262642097087765,-0.001908388315195353,835.0811388888889,762.3372420634921,-72.74389682539675,-0.04781797647182451
1200,15.545379878849895,15.273654390970865,-0.2717254878790296,-0.010991779106459987,792.7482592592593,726.8316765873016,-65.91658267195771,0.38549313092479676
1300,15.785040726467415,15.535983372931442,-0.24905735353597258,0.011676355236597047,829.5789814814815,756.9189781746031,-72.66000330687837,-0.10176686881075003
1400,15.266598779857159,14.927182412104948,-0.33941636775221085,-0.07868265897964122,821.5546805555556,752.5441369047619,-69.010543650793693,0.3036093642998474
1500,15.648704976633743,15.393473873668247,-0.2552311029654959,0.005502605807073735,789.4964675925926,721.8932242063493,-67.60324338624332,0.11533013577292284
1600,15.583670810165229,15.342709983696068,-0.24096082646916095,0.01977288230340868,776.7215648148148,707.8950892857143,-68.82647552910043,-0.2045345555076281
1700,15.723033078787504,15.48714066352163,-0.235892415265873,0.024841293506696616,780.0722685185185,712.5662698412698,-67.50599867724873,0.016550774119329592
1800,15.828341901682041,15.58591188098703,-0.24243002069501074,0.01830368807755889,745.2676018518519,679.6828373015873,-65.5847645502646,-0.13387313103501608
