century,ra,sim,gap_t,gap_p
1400,0.015994102962304246,-9.216645688212566e-4,0.016915767531125503,6.9975217151847104
1500,0.07526481115723388,0.05701947111786865,0.018245340039365232,7.093665447893151
1600,-0.04583119138081987,-0.028696510969510314,-0.017134680411309555,6.858780086727778
1700,0.020461601769202642,-0.009573552758254777,0.03003515452745742,-0.4086249073083101
1800,-0.04989522154561671,-0.018749407390103556,-0.031145814155513152,-13.543820627312634
