century,CHELSA_baseline,AR_1__persistence,Innovation
1000,0.023911134656810162,0,-0.3254117107798492
1100,0.004866396858613342,-0.2173939020840702,0.23012294078725007
1200,-0.08455550457273375,0.0023378450530370347,-0.31384904113460155
1300,0.15510534304478618,-0.21382527243938948,0.21975688245534658
1400,-0.36333660356546993,-0.001117895655867795,-1.0495990728086488
1500,0.018769593211112934,-0.7419364193788728,-0.3622245272177559
1600,-0.04626457325740141,-0.8061117873801784,-0.572601157475501
1700,0.09309769536487345,-1.0004768452732518,-0.33278274965306176
1800,0.19840651825940903,-0.9621344844742111,-0.530446637187718
