ID_event,Event_Type,Event_Description,Event_Strength,Geographic_Impact,Start_date,End_date,Precise_Date_Start,Precise_Date_End,Season,Chronological_precision,Lat,Lon,Modern_Location_Name,Ancient_Location_Name,Spatial_Precision,Extra_Notes,Paleoenvironmental_Comparison,Pfister_Wet_Dry,Pfister_Cold_Warm
124,3,Nel 1827 ci furono diverse alluvioni che provocarono la piena dell'Ofanto nelle saline,2,1,1827,1827,NA,NA,NA,3,41.327450320000004,16.18842757,Fiume Ofanto,NA,TRUE,NA,NA,2,NA
125,3,Nell'inverno del 1832 ci furono diverse alluvioni che provocarono la piena del fiume Carapelle e dell'Ofanto tale che la superficie del lago [di Salpi] nel quale si riversarono ebbe modo di elevarsi al di sopra del livello del mare,2,1,1832,1832,NA,NA,Inverno,4,NA,NA,Fiume Carapelle/Fiume Ofanto,NA,TRUE,NA,NA,2,NA
126,3,"Nell'inverno del 1838, le forti precipitazioni e alluvioni provocarono la piena dell'Ofanto tale da incrementare la superficie del lago di Salpi",2,1,1838,1838,NA,NA,Inverno,4,41.38039865,16.12481878,Fiume Ofanto/Lago di Salpi,NA,TRUE,NA,NA,2,NA
127,5,Nel novembre del 1840 ci furono forti precipitazioni a Margherita di Savoia,2,1,1840,1840,1/11/1840,30/11/1840,Autunno,5,41.367844739999995,16.1557186,Margherita di Savoia,NA,TRUE,NA,NA,2,NA
128,5,Nell'ottobre del 1847 ci furono forti precipitazioni a Margherita di Savoia,2,1,1847,1847,1/10/1847,31/10/1847,Autunno,5,41.367844739999995,16.1557186,Margherita di Savoia,NA,TRUE,NA,NA,2,NA
129,3,Nel 1850 diverse alluvioni provocarono la piena dell'Ofanto tanto da far crollare il ponte costruito da Traiano nel 112 a. C. tra Margherita di Savoia e Barletta,2,1,1850,1850,NA,NA,NA,3,41.367844739999995,16.1557186,Margherita di Savoia/Barletta,NA,TRUE,NA,NA,2,NA
130,3,Nel 1852 diverse alluvioni provocarono la piena dell'Ofanto tanto da causare danni al ponte di Canosa bisognoso di manutenzione,2,1,1852,1852,NA,NA,NA,3,41.13,16.04,Canosa,NA,TRUE,NA,NA,2,NA
131,3,"Nel 1853, diverse alluvioni provocarono la piena dell'Ofanto tanto che furono necessari dei lavori di riparazione del canale Ofantino",2,1,1853,1853,NA,NA,NA,3,41.34475536,16.13477782,Canale Ofantino/Fiume Ofanto,NA,TRUE,NA,NA,2,NA
133,3,L'atto datato 19 marzo 1278 indicherebbe un'imminente abbondanza d'acqua in arrivo presso le saline situate nelle zone di Orte e San Lorenzo,1,1,1278,1278,19/03/1278,19/03/1278,Inverno,5,NA,NA,Orte/San Lorenzo,NA,TRUE,NA,NA,1,NA
134,3,"L'atto datato 1° aprile 1276 c'informa di un fiume chiamato Gizzolo esistente presso Sulmona, il cui corso fu deviato, probabilmente a causa di un'alluvione",1,1,1276,1276,1/4/1276,1/4/1276,Primavera,5,42.04968494999999,13.92717615,Sulmona,Sulmone,TRUE,NA,NA,1,NA
136,3,"L'atto datato 12 marzo 1270 c'informa dell'ordine di ricostruzione del ponte di Apolla da parte di re Carlo, situato nel luogo detto Tallata, il quale era crollato per la piena del fiume [Tanagro]",2,1,1270,1270,12/3/1270,12/3/1270,Inverno,5,40.51565011,15.49985258,Polla/Tallata,Apolla/Tallata,TRUE,NA,NA,2,NA
137,3,"L'atto datato 20 agosto 1269 c'informa che a causa della piena del fiume Biferno, un ponte presso Guardia risulta crollato",2,1,1269,1269,20/08/1269,20/08/1269,Estate,5,41.260000000000005,14.33,Guardia,Guardia,TRUE,NA,NA,2,NA
138,3,"L'atto datato 2 febbraio 1270 c'informa di una casa distrutta nell'acqua del Biferno, probabilmente causata da un'alluvione",2,1,1270,1270,02/02/1270,02/02/1270,Inverno,5,41.930259920000005,14.99322667,Fiume Biferno,NA,TRUE,NA,NA,2,NA
139,3,"L'atto datato 14 gennaio 1271 c'informa, tra i molti fatti, che il Giustiziere di Terra di Bari dovesse far costruire sollecitamente il ponte di Canne, probabilmente crollato a causa della piena del fiume",1,1,1271,1271,14/01/1271,14/01/1271,Inverno,5,41.29038555,16.14929624,Canne,Canne,TRUE,NA,NA,1,NA
150,3,"L'atto datato 3 giugno 1318 c'informa della ricostruzione del casale di S. Maria della Noce, in Molise, distrutto da un'inondazione",2,1,1318,1318,03/06/1318,03/06/1318,Primavera,5,41.84933857,14.41921109,S. Maria della Noce,Sancta Marie de Nuce,TRUE,NA,NA,2,NA
152,8,L'atto datato 26 luglio 1325 indica che da ben tre anni a Bitonto ci fu un eccessivo calore tale da seccare gli olivi fin dalle radici e distruggere il frumento e le piante erbacee,2,1,1322,1325,1322,26/07/1325,Estate,5,41.10998962,16.6910891,Bitonto,Bitontum,TRUE,NA,NA,-2,2
153,9,L'atto datato 26 luglio 1325 indica che da ben tre anni a Bitonto ci fu un eccessivo freddo tale da seccare gli olivi fin dalle radici e distruggere il frumento e le piante erbacee,2,1,1322,1325,1322,26/07/1325,Estate,5,41.10998962,16.6910891,Bitonto,Bitontum,TRUE,NA,NA,2,-2
155,3,"L'atto datato 1° aprile 1291 c'informa di un fiume chiamato Gizzolo (o Gizio) esistente presso Sulmona, il cui corso fu deviato, probabilmente a causa di un'alluvione",1,1,1291,1291,1/4/1291,1/4/1291,Primavera,5,42.05121773,13.92718076,Sulmona,Sulmone,TRUE,Vedi n. 134. Forse il Faraglia sbaglia la datazione dell'anno.,NA,1,NA
156,3,"L'atto datato 1302 indica come re Carlo II ordina la ricostruzione delle strade e vie che da Sulmona andavano fino a Isernia in quanto bloccate da acque pluviali, sassi ecc. probabilmente in seguito a un'alluvione",2,1,1302,1302,NA,NA,NA,3,42.05121773,13.92718076,Sulmona/Isernia,Sulmona/Isernia,TRUE,NA,NA,2,NA
157,3,L'atto datato 3 ottobre 1317 c'informa di un'inondazione del torrente Vella che scorre vicino a Sulmona e al Castello di Pacentro,2,1,1317,1317,3/10/1317,3/10/1317,Autunno,5,42.05122374,13.99304723,Sulmona/Castello di Pacentro,Sulmona/Castrum Pacentri,TRUE,NA,NA,2,NA
166,4,L'annalista registra all'anno 1048 delle grandi nevicate in Italia per cinque anni,1,4,1048,1053,NA,NA,NA,2,NA,NA,Italia,Italia,FALSE,NA,NA,1,-1
168,4,"L'annalista registra all'anno 1063, precisamente il 5 ottobre, una forte grandinata",1,4,1063,1063,5/10/1063,5/10/1063,Autunno,5,NA,NA,Regno,Regnum,FALSE,NA,NA,1,-1
169,5,"L'annalista registra all'anno 1066, precisamente il 3 di febbraio, delle forti precipitazioni",1,4,1066,1066,03/02/1066,03/02/1066,Inverno,5,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
172,5,L'annalista registra all'anno 1084 delle forti precipitazioni tanto che ci fu un'abbondanza di vino per sette anni,1,4,1084,1084,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
174,9,L'annalista registra all'anno 1098 un'estate molto calda tanto che le uve maturarono velocemente,2,4,1098,1098,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,2,-2
176,4,L'annalista registra all'anno 1105 delle grandi nevicate,1,4,1105,1105,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,1,-1
177,3,L'annalista registra all'anno 1105 delle grandi inondazioni causate dai fiumi,1,4,1105,1105,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
191,8,L'annalista registra all'anno 1167 un'estate con calore eccessivo tanto da far ammalare e uccidere molti soldati dell'esercito dell'imperatore,2,4,1167,1167,NA,NA,Estate,4,NA,NA,Regno,Regnum,FALSE,NA,NA,-2,2
192,5,L'annalista registra all'anno 1167 delle forti precipitazioni tra l'8 agosto e il 20 novembre,1,4,1167,1167,08/08/1167,20/11/1167,Estate/Autunno,5,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
193,1,L'annalista registra all'anno 1167 un periodo di siccità tra il 20 novembre e il 13 febbraio del 1168,2,4,1167,1167,20/11/1167,13/02/1168,Autunno/Inverno,5,NA,NA,Regno,Regnum,FALSE,NA,NA,-2,NA
195,9,"L'annalista registra all'anno 1167 un freddo eccessivo causato dal vento tale da non far crescere i raccolti, da congelare gli stagni e addirittura il lago di Fucino",2,1,1167,1167,NA,NA,NA,3,41.99,13.54,Lago di Fucino,NA,TRUE,NA,NA,2,-2
196,8,L'annalista registra all'anno 1168 un'estate molto calda tanto che non piovve mai,2,4,1168,1168,NA,NA,Estate,4,NA,NA,Regno,Regnum,FALSE,NA,NA,-2,2
197,1,L'annalista registra all'anno 1168 un'estate molto calda tanto che non piovve mai,2,4,1168,1168,NA,NA,Estate,4,NA,NA,Regno,Regnum,FALSE,NA,NA,-2,NA
199,8,L'annalista registra all'anno 1173 un'estate molto calda tanto da seccare tutte le radici,2,4,1173,1173,NA,NA,Estate,4,NA,NA,Regno,Regnum,FALSE,NA,NA,-2,2
207,4,L'annalista registra all'anno 1211 delle grandi nevicate tali che ''ogni uomo vivente diceva di non averne mai vista così tanta neve'',3,4,1211,1211,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,3,-3
