ID_event,Event_Type,Event_Description,Event_Strength,Geographic_Impact,Start_date,End_date,Precise_Date_Start,Precise_Date_End,Season,Chronological_precision,Lat,Lon,Modern_Location_Name,Ancient_Location_Name,Spatial_Precision,Extra_Notes,Paleoenvironmental_Comparison,Pfister_Wet_Dry,Pfister_Cold_Warm
208,3,L'annalista registra all'anno 1211 delle grandi nevicate che causarono delle alluvioni verso le pianure,2,4,1211,1211,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,2,NA
209,9,L'annalista registra all'anno 1211 che per 15 giorni fece così freddo tanto da seccare i fichi dalle radici,2,4,1211,1211,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,2,-2
216,1,L'annalista registra all'anno 1091 un periodo di siccità tanto che non piovve fino alla festa di san Nicolò,2,4,1091,1091,NA,08/12/1091,Inverno,5,NA,NA,Regno,Regnum,FALSE,NA,NA,-2,NA
230,5,"L'annalista registra al 14 di marzo 1150 una pioggia torbida, e per la festa di San Giovanni Battista una pioggia di sangue",1,4,1150,1150,14/03/1150,24/06/1150,Inverno/Primavera/Estate,5,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
240,8,L'annalista indica all'anno 1190 un'estate particolarmente calda,2,4,1190,1190,NA,NA,Estate,4,NA,NA,Regno,Regnum,FALSE,NA,NA,-2,2
241,5,L'annalista registra all'anno 1191 del maltempo che ebbe modo di causare la morte di molti soldati dell'imperatore,2,4,1191,1191,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,2,NA
244,8,"L'annalista indica all'anno 1208, precisamente il 25 agosto, un'estate particolarmente calda a Montecassino",1,4,1208,1208,25/08/1208,25/08/1208,Estate,5,41.491802549999996,13.8137744,Montecassino/Regno,Montecassinum/Regnum,FALSE,NA,NA,-1,1
249,8,L'annalista registra all'anno 1022 una probabile estate particolarmente calda a Troia,1,1,1022,1022,NA,NA,Estate,4,41.36434454,15.31533942,Troia,Troia,TRUE,NA,NA,-1,1
264,3,Il resoconto di spesa datato 31 gennaio 1354 c'informa di un'alluvione tra Salpi e Manfredonia probabilmente causata dalla piena dell'Ofanto o del Cervaro,2,1,1354,1354,31/01/1354,31/01/1354,Inverno,5,41.40028747999999,15.98822823,Salpi/Manfredonia,NA,TRUE,NA,NA,2,NA
269,4,Il cronista indica all'anno 1142 che nell'inverno ci furono molte nevicate e grandinate tali da seccare gli alberi da frutto e uccidere molto bestiame,2,3,1142,1142,NA,NA,Inverno,3,NA,NA,Abruzzo,Aprutium,FALSE,NA,NA,2,-2
280,3,"Il cronista registra all'anno 1202 delle grandi alluvioni che affogarono le semine, probabilmente riferendosi alla Puglia",2,3,1202,1202,NA,NA,NA,3,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,NA
285,4,"Il cronista registra all'anno 1395 delle grandi alluvioni, sicuramente in Puglia",1,3,1395,1395,NA,NA,NA,3,NA,NA,Puglia,Apulia,FALSE,NA,NA,1,-1
291,8,L'atto datato 15 agosto 1278 c'informa che per il troppo caldo gli operai delle mura di 'Mauli' erano costretti a lavorare di notte,1,1,1278,1278,15/08/1278,15/08/1278,Estate,5,NA,NA,NA,Maulum,TRUE,NA,NA,-1,1
292,5,L'annalista indica all'anno 1419 delle pioggie di 'sangue' in tutto il Regno,1,4,1419,1419,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
294,3,"Il cronista indica all'anno 1430, nel mese di dicembre, l'avvento di un'alluvione in Terra d'Otranto che distrusse molte case e seminati",2,2,1430,1430,1/12/1430,31/12/1430,Autunno/Inverno,5,40.139163720000006,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,NA,NA,2,NA
295,5,"Il cronista indica all'anno 1430, nel mese di dicembre, forti precipitazioni in Terra d'Otranto che distrussero molte case e seminati",2,2,1430,1430,1/12/1430,31/12/1430,Autunno/Inverno,5,40.139163720000006,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,NA,NA,2,NA
298,4,"Il cronista indica all'anno 1457, precisamente al 15 gennaio, una grande nevicata in Terra d'Otranto arrivata a circa dodici palmi che uccise molti animali e ebbe modo di seccare molti alberi",2,2,1457,1457,15/01/1457,15/01/1457,Inverno,5,40.139163720000006,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,NA,NA,2,-2
302,4,Il cronista indica al 3 maggio 1467 delle forti grandinate in Terra d'Otranto,2,2,1467,1467,03/05/1467,03/05/1467,Primavera,5,40.139163720000006,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,NA,NA,2,-2
303,5,Il cronista indica al 3 maggio 1467 delle forti precipitazioni tanto che si credeva che fosse venuto il giorno del 'Giudizio',2,2,1467,1467,03/05/1467,03/05/1467,Primavera,5,40.139163720000006,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,NA,NA,2,NA
305,5,Il cronista indica al 5 settembre 1483 delle forti precipitazioni in Terra d'Otranto,2,2,1483,1483,05/09/1483,05/09/1483,Autunno,5,40.139163720000006,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,NA,NA,2,NA
306,4,Il cronista indica al 5 settembre 1483 una forte grandinata in Terra d'Otranto,2,2,1483,1483,05/09/1483,05/09/1483,Autunno,5,40.139163720000006,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,NA,NA,2,-2
323,3,"Il cronista c'informa che nel 1105 ci fu un grande straripamento dei fiumi e la caduta di moltissima neve, tuttavia non indica nessuna localizzazione",1,4,1105,1105,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
324,4,"Il cronista c'informa che nel 1105 ci fu un grande straripamento dei fiumi e la caduta di moltissima neve, tuttavia non indica nessuna localizzazione",1,4,1105,1105,NA,NA,NA,3,NA,NA,Regno,Regnum,FALSE,NA,NA,1,-1
335,3,Il cronista indica tra il gennaio e il febbraio del 1105 lo straripamento dei corsi d'acqua,1,4,1105,1105,01/01/1105,28/02/1105,Inverno,5,NA,NA,Regno,Regnum,FALSE,NA,NA,1,NA
336,4,Il cronista registra tra il gennaio e il febbraio del 1105 una grande nevicata,1,4,1105,1105,01/01/1105,28/02/1105,Inverno,5,NA,NA,Regno,Regnum,FALSE,NA,NA,1,-1
345,3,Una petizione del 1372 del sindaco dell'Università di Trani indirizzata alla regina Giovanna menziona dei forti venti e un alluvione che arrecarono danni al porto e alle mura della città,2,1,1372,1372,NA,12/04/1372,Primavera,5,41.2764668,16.41386453,Trani,Tranum,TRUE,NA,NA,2,NA
347,3,Alluvione a Bari il 2 ottobre 1557,NA,1,1557,1557,2/10/1557,2/10/1557,Autunno,5,41.11970826,16.86057493,Bari,Barum,TRUE,NA,NA,NA,NA
348,3,Alluvione in Terra di Bari nel febbraio 1683,NA,1,1683,1683,NA,NA,NA,5,41.11970826,16.86057493,Bari,Barum,TRUE,NA,NA,NA,NA
