year,month,value
1603,8,1.0134669572440177e-6
1603,9,6.75152968811957e-6
1603,10,1.2889289044557945e-5
1603,11,4.955897233094294e-6
1603,12,-1.011587731188241e-7
1604,1,1.5591873896183465e-6
1604,2,5.218399509317455e-6
1604,3,1.571673019166126e-7
1604,4,9.825806572786847e-6
1604,5,5.20024111204501e-6
1604,6,6.685722313753968e-6
1604,7,7.247050407267496e-7
1604,8,1.8816511354358374e-6
1604,9,1.0874187495796012e-5
1604,10,5.743513548118893e-6
1604,11,6.973309255253165e-6
1604,12,-1.5947196773999843e-6
1605,1,2.7611588161717093e-6
1605,2,-5.357901049130071e-6
1605,3,4.250302696394527e-6
1605,4,-2.6863802132670704e-7
1605,5,2.1341439987184578e-6
1605,6,1.6533687836737106e-6
1605,7,5.395362979064875e-7
1605,8,1.6008561461624526e-6
1605,9,7.50295828364254e-6
1605,10,1.439604635040729e-5
1605,11,8.753056198689019e-6
1605,12,1.2806657389204165e-5
1606,1,1.0842811793284445e-5
1606,2,9.11124560672612e-6
1606,3,6.74508822424644e-6
1606,4,3.3400577466415667e-6
1606,5,-3.3104991210506733e-6
1606,6,-1.0339780083122375e-6
1606,7,7.660098333856124e-7
1606,8,6.242648526172956e-7
1606,9,7.646530012302297e-6
1606,10,1.712716294575757e-5
1606,11,9.025962525450381e-6
1606,12,1.3611725283518613e-5
1607,1,7.876156969490456e-6
1607,2,9.899833022507353e-6
1607,3,6.887112700061943e-6
1607,4,8.40539182127136e-6
1607,5,2.721652598836965e-6
1607,6,2.68945116416217e-6
1607,7,1.5265842598244927e-6
1607,8,1.0636800005590533e-6
1607,9,-9.023890739479869e-7
1607,10,8.26679360236876e-6
1607,11,4.47168945019556e-6
1607,12,6.924117305904669e-6
1608,1,5.660091947169435e-6
1608,2,7.2557604779180894e-06
1608,3,4.5845825962346765e-6
1608,4,1.3339996413227812e-5
1608,5,7.301170384257532e-6
1608,6,-3.799830843608607e-8
1608,7,1.546325769156219e-7
1608,8,4.696617716036329e-7
1608,9,8.356626998180818e-6
1608,10,5.512531492909331e-6
