year,month,value
1444,11,2.053748286899398e-5
1444,12,1.5516925001773628e-5
1445,1,1.763979028717954e-5
1445,2,1.7534216319799244e-5
1445,3,1.773205606844722e-5
1445,4,1.3388455848064722e-5
1445,5,1.1139648036904764e-5
1445,6,4.756542086889159e-6
1445,7,1.8518241137421498e-6
1445,8,1.358438415221239e-6
1445,9,1.3445327852950062e-5
1445,10,2.045717405246167e-5
1445,11,1.9296525466734787e-5
1445,12,1.7600138935715025e-5
1446,1,1.6870638306578007e-5
1446,2,1.6166131661408088e-5
1446,3,1.6412829754538466e-5
1446,4,1.3272308038546316e-5
1446,5,1.0450882845389896e-5
1446,6,4.652126094967467e-6
1446,7,1.5130810034651585e-6
1446,8,1.4220600241233866e-6
1446,9,1.0503519078745591e-5
1446,10,1.5901658820866184e-5
1446,11,1.7873862631683637e-5
1446,12,1.9595180194538376e-5
1447,1,1.71764157265815e-5
1447,2,2.2139679803887457e-5
1447,3,1.4969562657741879e-5
1447,4,1.7885424426749052e-5
1447,5,1.1809635884147754e-5
1447,6,4.84671742501955e-6
1447,7,1.9677100133990703e-6
1447,8,2.4470942275763824e-6
1447,9,1.4976463385573596e-5
1447,10,2.275542495852477e-5
1447,11,2.0585425048736832e-5
1447,12,1.656916131950187e-5
1448,1,1.9813501280711576e-5
1448,2,1.4502955100099816e-5
1448,3,1.613835178766632e-5
1448,4,1.2131557904065188e-5
1448,5,1.028118439746984e-5
1448,6,6.038451964513382e-6
1448,7,1.447598909535355e-6
1448,8,1.74271891886115e-6
1448,9,1.5227697631648373e-5
1448,10,1.918037525784095e-5
1448,11,1.3061137152639017e-5
1448,12,2.4078334589231798e-5
1449,1,1.5499958127041602e-5
1449,2,2.149609336502231e-5
1449,3,1.3299654516115176e-5
1449,4,1.2461039770333846e-5
1449,5,1.3989228776574183e-5
1449,6,7.12042715081988e-6
1449,7,1.1376022808503956e-6
1449,8,8.36149965379035e-7
1449,9,8.229819113230164e-6
1449,10,1.861576960954563e-5
1449,11,1.7394734090501714e-5
1449,12,1.787358942208419e-5
1450,1,1.448574602781739e-5
1450,2,1.96915705379872e-5
1450,3,1.689708881044834e-5
1450,4,1.42796631865835e-5
1450,5,9.800398891783439e-6
1450,6,6.851317653589058e-6
1450,7,1.5183267015740462e-6
1450,8,3.2548738444740686e-6
1450,9,1.180674040734538e-5
1450,10,2.7021341450622453e-5
1450,11,1.653218950008014e-5
1450,12,1.84444633985687e-5
1451,1,1.7125964975429352e-5
1451,2,1.6254583059974478e-5
1451,3,1.1908653819538342e-5
1451,4,1.7811475000799073e-5
1451,5,1.629403426538208e-5
1451,6,1.0076791476406702e-5
1451,7,2.0539111893055254e-6
1451,8,2.461333460195088e-6
1451,9,1.0117468594448083e-5
1451,10,1.907285698695199e-5
1451,11,1.8349783081589722e-5
1451,12,1.617933628909696e-5
1452,1,1.6074656518346074e-5
1452,2,1.3802495648431816e-5
1452,3,1.2215207802697624e-5
1452,4,1.3619110066250467e-5
1452,5,1.202060370278183e-5
1452,6,6.639880644909006e-6
1452,7,6.073099414705478e-7
1452,8,1.4611033627034257e-6
1452,9,8.473214827326951e-6
1452,10,2.2926772569514774e-5
1452,11,2.154568154453058e-5
1452,12,2.11765419511034e-5
1453,1,2.3791374327913477e-5
1453,2,1.8562235091654683e-5
1453,3,1.4294456064956532e-5
1453,4,1.7309502913169225e-5
1453,5,9.378924039822893e-6
1453,6,4.5965248837278195e-6
1453,7,9.422370871297928e-7
1453,8,3.6071238408324934e-6
1453,9,9.597718127148069e-6
1453,10,1.9237249091237514e-5
1453,11,2.2827195082921107e-5
1453,12,2.1692954633205275e-5
1454,1,1.8709379491301535e-5
1454,2,1.832063282490455e-5
1454,3,1.4983457532667337e-5
1454,4,2.2302833144962658e-5
1454,5,1.0579004758964783e-5
1454,6,5.8617580284081675e-6
1454,7,1.7421617672395608e-6
1454,8,1.9428585692422214e-6
1454,9,8.184230931167211e-6
1454,10,2.1021282221999704e-5
1454,11,1.9481992155460184e-5
1454,12,1.907356846393332e-5
1455,1,2.030213114764219e-5
1455,2,1.6967551590198594e-5
1455,3,1.5738454674232337e-5
1455,4,1.2371786575970482e-5
1455,5,9.394142797361934e-6
1455,6,7.2293175178815405e-6
1455,7,1.44566575984913e-6
1455,8,1.93775130849059e-6
1455,9,1.0851046770076e-5
1455,10,1.9433719766243238e-5
1455,11,1.626215409366624e-5
1455,12,2.375662209521692e-5
1456,1,2.1918969611262776e-5
1456,2,1.740305915166503e-5
1456,3,1.4878720492035922e-5
1456,4,1.3943687703506065e-5
1456,5,8.334689887049518e-6
1456,6,5.237372350100302e-6
1456,7,2.260035570995729e-6
1456,8,1.9550168971949532e-6
1456,9,1.5546866498175135e-5
1456,10,1.9381458365421603e-5
1456,11,2.4171468602236166e-5
1456,12,1.7347497879421378e-5
1457,1,2.5134436214673673e-5
1457,2,2.1214356994906886e-5
1457,3,1.683927104308589e-5
1457,4,1.722746624565338e-5
1457,5,1.5537707639586235e-5
1457,6,6.2559964472010494e-6
1457,7,1.1466835469990565e-6
1457,8,1.1646539560345326e-6
1457,9,9.158470015823114e-6
1457,10,2.3504026000462207e-5
1457,11,2.0163541011688658e-5
1457,12,1.7590274400238777e-5
1458,1,2.245370897887753e-5
1458,2,1.62071326208183e-5
1458,3,1.3779825866514998e-5
1458,4,1.6258542630927387e-5
1458,5,1.0135119648276486e-5
1458,6,8.847130417774675e-6
1458,7,2.3911379307114044e-6
1458,8,2.445729429435188e-6
1458,9,1.0107024578922493e-5
1458,10,1.3636932533753325e-5
1458,11,1.8504222160490814e-5
1458,12,1.4122186441238643e-5
1459,1,1.811543791366736e-5
1459,2,1.561540483333464e-5
1459,3,6.415473160026444e-6
1459,4,1.510152878104426e-5
1459,5,1.2358866979593592e-05
1459,6,7.301562012212954e-6
1459,7,1.6683437086873362e-6
1459,8,1.548318105730109e-6
1459,9,1.3689439694320217e-5
1459,10,2.0972979644042392e-5
1459,11,2.212293957434437e-5
1459,12,1.8881617001408764e-5
1460,1,1.421019823971827e-5
1460,2,1.3827972877313634e-5
1460,3,1.243049466215527e-5
1460,4,1.5723710078809616e-5
1460,5,1.1380207001736434e-5
1460,6,4.8972050814968615e-6
1460,7,1.5534155096594809e-6
1460,8,2.7200448108887408e-6
1460,9,1.1823675211734664e-5
1460,10,1.7504890606198145e-5
1460,11,2.242654771838225e-5
1460,12,1.4824749579784101e-5
1461,1,1.6476809761722336e-5
1461,2,1.598803801580526e-5
1461,3,1.5202947919622107e-5
1461,4,1.5299503791358965e-5
1461,5,1.2725048814332799e-5
1461,6,5.302268471696108e-6
1461,7,1.0869460784021295e-6
1461,8,1.0314110396437034e-6
1461,9,1.0322993697017397e-5
1461,10,2.1997714944796216e-5
1461,11,1.7526029635130986e-5
1461,12,2.0946919748638767e-5
1462,1,1.8437001816533563e-5
1462,2,1.8417473375850227e-5
1462,3,1.136284610079862e-5
1462,4,1.4521283649282333e-5
1462,5,8.088145294289386e-6
1462,6,5.610737428116579e-6
1462,7,1.7287567509749077e-6
1462,8,1.1714236090695157e-6
1462,9,7.931801997379881e-6
1462,10,2.5136518880973935e-5
1462,11,1.8825246147091066e-5
1462,12,1.3433186328943897e-5
1463,1,1.9446001246048637e-5
1463,2,1.5374102841948355e-5
1463,3,1.9559599917832988e-5
1463,4,1.50472518179655e-5
1463,5,9.913464852041403e-6
1463,6,6.308476565796748e-6
1463,7,3.9780932980843985e-6
1463,8,8.003193459872015e-7
1463,9,1.1767501048987647e-5
1463,10,2.205993958138692e-5
1463,11,1.9469526777126042e-5
1463,12,1.471419612360931e-5
1464,1,1.71607414700074e-5
1464,2,1.314772563211273e-5
1464,3,1.478246563753864e-5
1464,4,1.4600737531038699e-5
1464,5,1.393882384668529e-5
1464,6,5.513445767451548e-6
1464,7,9.578613520143885e-7
1464,8,2.445048475235047e-6
1464,9,9.499363558582963e-6
1464,10,1.8247444875830378e-5
1464,11,1.578798262453901e-5
1464,12,2.060509842016796e-5
1465,1,1.7581597536008886e-5
1465,2,2.1031974065657864e-5
1465,3,1.1964626980925565e-5
1465,4,1.8502050325686706e-5
1465,5,1.1358738660371129e-5
1465,6,5.9796528683018955e-6
1465,7,3.101675934190736e-6
1465,8,1.421224029813821e-6
1465,9,1.1500125105078662e-5
1465,10,1.940706041440172e-5
1465,11,2.3244348085543956e-5
1465,12,1.540632222709686e-5
1466,1,1.3500647465658405e-5
1466,2,1.4665309374830778e-5
1466,3,1.3723283185579215e-5
1466,4,1.568870588177628e-5
1466,5,9.27899899618117e-6
1466,6,9.201539111390457e-6
1466,7,9.605877849322393e-7
1466,8,1.536309260492107e-6
1466,9,1.0493571876526748e-5
1466,10,2.3680958418990723e-5
1466,11,2.000716553410384e-5
1466,12,1.8666487520092222e-5
1467,1,1.4385100691755737e-5
1467,2,1.707437721637913e-5
1467,3,1.5250253486445306e-5
1467,4,1.4046189730804913e-5
1467,5,1.1718036162602237e-5
1467,6,9.278130977992725e-6
1467,7,1.8992543983452885e-6
1467,8,1.973594185901064e-6
1467,9,1.203009811308093e-5
1467,10,2.3086390933375965e-5
1467,11,2.1234129654080665e-5
1467,12,2.0965011426110163e-5
1468,1,2.3297538706040148e-5
1468,2,2.3487274913002194e-5
1468,3,1.5328631458761724e-5
1468,4,1.6526599257340765e-5
1468,5,1.2556712178397266e-5
1468,6,3.6374676905494633e-6
1468,7,1.7717298502809293e-6
1468,8,9.527865454799814e-7
1468,9,1.1254167405686621e-5
1468,10,2.044810399743774e-5
1468,11,1.7759266721929777e-5
1468,12,1.559354332476311e-5
1469,1,1.936336957458182e-5
1469,2,1.3917371769572852e-5
1469,3,1.2026314108160722e-5
1469,4,1.5188355123146219e-5
1469,5,1.5558755258353243e-5
1469,6,9.619872623073327e-6
1469,7,2.261511560424609e-6
1469,8,2.3055215615169154e-6
1469,9,7.612588258257506e-6
1469,10,1.4886415692017317e-5
1469,11,1.696970438386414e-5
1469,12,1.228113426789895e-5
1470,1,1.6995818148551815e-5
1470,2,1.709602505991971e-5
1470,3,1.8618622833844934e-5
1470,4,1.0680348199466945e-5
1470,5,1.5090973464193958e-5
1470,6,5.045652641569171e-6
1470,7,2.9760217383030575e-7
1470,8,2.043216934613198e-6
1470,9,9.990760191329242e-6
1470,10,1.8058143333760492e-5
1470,11,1.608387667418118e-5
1470,12,1.5251879266716409e-5
1471,1,1.6996346667252533e-5
1471,2,2.022551700967412e-5
1471,3,1.4181608709774765e-5
1471,4,1.3221872720620178e-5
1471,5,1.3672929565320143e-5
1471,6,5.946576339308848e-6
1471,7,6.799994344440349e-7
1471,8,2.4543372073648335e-6
1471,9,1.3532296769533375e-5
1471,10,2.1596909331229213e-5
1471,11,2.144461180709034e-5
1471,12,1.4568829017200852e-5
1472,1,1.9146238747544662e-5
1472,2,1.700265355147132e-5
1472,3,1.500695070721714e-5
1472,4,1.916211654814967e-5
1472,5,1.5380292466096224e-5
1472,6,8.509157837084805e-6
1472,7,3.358806806953359e-6
1472,8,2.056879942241728e-6
1472,9,9.315211420092921e-6
1472,10,2.159995829900315e-5
1472,11,1.9129700895355195e-5
1472,12,1.9617996801368462e-5
1473,1,1.881083068680743e-5
1473,2,1.5413872516459493e-5
1473,3,1.1286705681397931e-5
1473,4,1.301594600809296e-5
1473,5,1.1425450488635229e-5
1473,6,8.388777079223272e-6
1473,7,2.108166154565032e-6
1473,8,1.0611605717095666e-6
1473,9,8.034351059178385e-6
1473,10,2.6865329751935977e-5
1473,11,2.3439688830248118e-5
1473,12,1.802071888952375e-5
1474,1,2.1301856254847785e-5
1474,2,1.5892221359026442e-5
1474,3,1.570893356068988e-5
1474,4,1.4369425049083887e-5
1474,5,1.234289522344432e-5
1474,6,6.0367157726826156e-06
1474,7,1.3859682597009724e-6
1474,8,1.9492272099149246e-6
1474,9,1.1888759514377517e-5
1474,10,1.919111985034175e-5
1474,11,1.7859724404607707e-5
1474,12,2.2188312212812927e-5
1475,1,1.4611388734147424e-5
1475,2,1.908315094547722e-5
1475,3,1.5694799066412155e-5
1475,4,1.5053517268614894e-5
1475,5,1.1278950717808538e-5
1475,6,4.532684001120939e-6
1475,7,1.9616821203621105e-6
1475,8,1.05385558734155e-6
1475,9,1.071768532191278e-5
1475,10,2.5218640728610605e-5
1475,11,2.0293507539664505e-5
1475,12,2.0030882010547382e-5
1476,1,1.6468580190014835e-5
1476,2,1.557235413988104e-5
1476,3,1.3473877865736719e-5
1476,4,1.1591887681994952e-5
1476,5,1.0418481303671796e-5
1476,6,6.6383935319551704e-6
1476,7,5.541445640719679e-7
1476,8,1.951633667512451e-6
1476,9,1.1996516854605184e-5
1476,10,2.2604422728364766e-5
1476,11,2.3283495004350877e-5
1476,12,1.642442034503212e-5
1477,1,1.7104808923772707e-5
1477,2,2.0724534631898445e-5
1477,3,1.5001877189220315e-5
1477,4,1.4517859986557529e-5
1477,5,1.1342095771292353e-5
1477,6,7.444416797246104e-6
1477,7,2.079117977384611e-6
1477,8,2.0318290239349517e-6
1477,9,1.3711899047158946e-5
1477,10,2.1535425358658658e-5
1477,11,2.427411316850245e-5
1477,12,1.7360421904108753e-5
1478,1,1.742033684790673e-5
1478,2,1.974832334284277e-5
1478,3,1.4787435974753805e-5
1478,4,1.4852341925834098e-5
1478,5,1.6005855392227008e-5
1478,6,6.9386016508205596e-6
1478,7,2.369793094470247e-6
1478,8,2.0760184908730293e-6
1478,9,1.5430182310908672e-5
1478,10,1.775543356819822e-5
1478,11,1.600189500205951e-5
1478,12,1.8407208273861203e-5
1479,1,1.558208502073055e-5
1479,2,1.878267936436556e-5
1479,3,1.604157393864727e-5
1479,4,1.382590727721179e-5
1479,5,1.0528396541385777e-5
1479,6,5.379314453898175e-6
1479,7,1.90965170355061e-6
1479,8,7.674572966785969e-7
1479,9,1.280802057822479e-5
1479,10,2.1521172591058605e-5
1479,11,1.5345703461515225e-5
1479,12,1.9608035897461516e-5
1480,1,1.3607964906200127e-5
1480,2,1.936507560416704e-5
1480,3,1.4401429535020931e-5
1480,4,1.2766819670452412e-5
1480,5,9.107479974376189e-6
1480,6,5.1389001059947325e-6
1480,7,1.0748158928634668e-6
1480,8,7.270329014583164e-7
1480,9,1.6694406394960124e-5
1480,10,2.067720943034652e-5
1480,11,2.5144545425942904e-5
1480,12,1.8500425271749754e-5
1481,1,2.07416280872554e-5
1481,2,1.3411129080112024e-5
1481,3,1.2499116378551061e-5
1481,4,1.444241426071468e-5
1481,5,9.369870451038586e-6
1481,6,7.894774437571542e-6
1481,7,2.97290647278717e-6
1481,8,1.2935173737730482e-6
1481,9,1.043441600859658e-5
1481,10,2.296168042223078e-5
1481,11,2.154500536114884e-5
1481,12,2.0695116754821276e-5
1482,1,1.6251268061355788e-5
1482,2,1.9714121660754192e-5
1482,3,1.3909368737895168e-5
1482,4,1.552470310662631e-5
1482,5,1.2212365064486844e-5
1482,6,9.798918606609175e-6
1482,7,6.671847183938415e-7
1482,8,1.7159458505343707e-6
1482,9,8.736490776677028e-6
1482,10,2.104887001819727e-5
1482,11,1.7215987128580547e-5
1482,12,1.8643548936953738e-5
1483,1,1.982543584949984e-5
1483,2,1.611206508087606e-5
1483,3,1.4470530963252175e-5
1483,4,1.3228492949887469e-5
1483,5,1.0442144842930441e-5
1483,6,5.151907698084695e-6
1483,7,5.513296463844621e-7
1483,8,1.4251712584308525e-6
1483,9,1.275518732376632e-5
1483,10,1.6741799362083736e-5
1483,11,1.8908783715562806e-5
1483,12,2.1969163076216223e-5
1484,1,1.3930966242694702e-5
1484,2,1.7461012122847303e-5
1484,3,2.0912918596200556e-5
1484,4,1.3280932529028838e-5
1484,5,9.657730677731754e-6
1484,6,2.9839633960673496e-6
1484,7,1.0231106063357382e-6
1484,8,1.7622739751997996e-6
1484,9,1.4359379496376045e-5
1484,10,2.030354067837853e-5
1484,11,2.1352223776985435e-5
1484,12,2.2531016031524305e-5
1485,1,1.8329622162505854e-5
1485,2,1.1663369576380526e-5
1485,3,1.2759696573264589e-5
1485,4,1.6070050943126803e-5
1485,5,1.2375475136139342e-5
1485,6,6.362330588030925e-6
1485,7,1.8175581335647006e-6
1485,8,1.977330484719773e-6
1485,9,1.0285451858934036e-5
1485,10,1.935749783464923e-5
1485,11,2.3278169519378545e-5
1485,12,2.3268137211355716e-5
1486,1,1.8747639216476617e-5
1486,2,1.598835082632504e-5
1486,3,1.0306483908053262e-5
1486,4,1.5242101968940247e-5
1486,5,1.1108332852576704e-5
1486,6,4.895161981529593e-6
1486,7,3.276832469053039e-7
1486,8,2.2592272248356352e-6
1486,9,1.0065160065598233e-5
1486,10,1.9868326698131323e-5
1486,11,1.6191641679233035e-5
1486,12,1.4290230410122987e-5
1487,1,1.618332434426608e-5
1487,2,1.808390678991461e-5
1487,3,1.7793191767120504e-5
1487,4,1.6995841526091848e-5
1487,5,1.3255634554313772e-5
1487,6,6.8631642162804674e-6
1487,7,1.6097918898720403e-6
1487,8,6.107980356962277e-7
1487,9,1.3367815888694563e-5
1487,10,2.1612132909626592e-5
1487,11,2.084144193508398e-5
1487,12,2.0115967651572104e-5
1488,1,1.5435639412806974e-5
1488,2,1.850274238222654e-5
1488,3,1.8487530910098247e-5
1488,4,1.4022261191022328e-5
1488,5,1.4529711077346144e-5
1488,6,5.522681568846931e-6
1488,7,3.209984684247884e-6
1488,8,2.174270006997479e-6
1488,9,1.0751900982722829e-5
1488,10,2.2959680632085145e-5
1488,11,2.359386794131794e-5
1488,12,1.8522510986896794e-5
1489,1,1.4571085351774927e-5
1489,2,1.8403187190311733e-5
1489,3,1.6662132349464095e-5
1489,4,1.530294098196888e-5
1489,5,1.2088066216976215e-5
1489,6,6.11859714127302e-6
1489,7,2.1087066747454713e-6
1489,8,1.9096776788462658e-6
1489,9,8.343993890834436e-6
1489,10,2.2552952216903855e-5
1489,11,1.5544225622048556e-5
1489,12,2.2728761512338075e-5
1490,1,1.896003137315605e-5
1490,2,1.4787778824433316e-5
